name,bref_id,nicknames,nickname1,nickname2,nickname3,nickname4,nickname5,nickname6
Bobby Thompson,thompbo01,['Bull'],Bull,,,,,
Fresco Thompson,thompfr03,['Tommy'],Tommy,,,,,
Harry Thompson,thompha01,['Lefty'],Lefty,,,,,
Lee Thompson,thomple01,['Lefty'],Lefty,,,,,
Milt Thompson,thompmi02,"['Papa Thompson', 'Uncle Milty', 'Scooter']",Papa Thompson,Uncle Milty,Scooter,,,
Rich Thompson,thompri01,['Frankenberry'],Frankenberry,,,,,
Rich Thompson,thompri03,['Chopper'],Chopper,,,,,
Sam Thompson,thompsa01,['Big Sam'],Big Sam,,,,,
Trayce Thompson,thomptr01,"[""Rocco's Uncle""]",Rocco's Uncle,,,,,
Bobby Thomson,thomsbo01,"['Flying Scot', 'The Staten Island Scot']",Flying Scot,The Staten Island Scot,,,,
Rob Thomson,thomsro99,['Topper'],Topper,,,,,
Jack Thoney,thoneja01,['Bullet Jack'],Bullet Jack,,,,,
Herb Thormahlen,thormha01,['Lefty'],Lefty,,,,,
Tyler Thornburg,thornty01,"['Thorny', 'Thorn']",Thorny,Thorn,,,,
Andre Thornton,thornan01,['Thunder'],Thunder,,,,,
Matt Thornton,thornma01,['Thorny'],Thorny,,,,,
Trent Thornton,thorntr01,['Butters'],Butters,,,,,
Marv Throneberry,thronma01,['Marvelous Marv'],Marvelous Marv,,,,,
Hollis Thurston,thurssl01,['Sloppy'],Sloppy,,,,,
Luis Tiant,tiantlu01,['El Tiante'],El Tiante,,,,,
Dick Tidrow,tidrodi01,['Dirt'],Dirt,,,,,
Mike Tiernan,tiernmi01,['Silent Mike'],Silent Mike,,,,,
Les Tietje,tietjle01,['Toots'],Toots,,,,,
Chris Tillman,tillmch01,['Tilly'],Tilly,,,,,
Johnny Tillman,tillmjo01,['Ducky'],Ducky,,,,,
Jesus Tinoco,tinocje01,['Tino'],Tino,,,,,
Dan Tipple,tipplda01,"['Rusty', 'Big Dan']",Rusty,Big Dan,,,,
Eric Tipton,tiptoer01,"['Dukie', 'Blue Devil']",Dukie,Blue Devil,,,,
John Titus,titusjo01,"['Silent John', 'Tight Pants']",Silent John,Tight Pants,,,,
Jackie Tobin,tobinjo02,['Jackie'],Jackie,,,,,
Jim Tobin,tobinji01,['Abba Dabba'],Abba Dabba,,,,,
Tip Tobin,tobinjo01,['Tip'],Tip,,,,,
Carlos Tocci,toccica01,['El Musiu'],El Musiu,,,,,
Phil Todt,todtph01,['Hook'],Hook,,,,,
Charles Tolson,tolsoch01,"['Toby', 'Slug', 'Chick']",Toby,Slug,Chick,,,
Ka'ai Tom,tomka01,"[""The Flyin' Hawaiian""]",The Flyin' Hawaiian,,,,,
Dick Tomanek,tomandi01,['Bones'],Bones,,,,,
Yasmany Tomas,tomasya01,['El Tanque'],El Tanque,,,,,
Josh Tomlin,tomlijo01,"['Scrubs', 'Little Cowboy', 'JT']",Scrubs,Little Cowboy,JT,,,
Kelby Tomlinson,tomlike01,"['Specs', 'Tommy Ball']",Specs,Tommy Ball,,,,
Phil Tomney,tomneph01,['Buster'],Buster,,,,,
Ron Tompkins,tompkro01,['Stretch'],Stretch,,,,,
George Toporcer,toporsp01,['Specs'],Specs,,,,,
Earl Torgeson,torgeea01,['The Earl Of Snohomish'],The Earl Of Snohomish,,,,,
Luis Torrens,torrelu01,['Churro'],Churro,,,,,
Alex Torres,torreal01,['Dark Helmet'],Dark Helmet,,,,,
Andres Torres,torrean02,['Yungo'],Yungo,,,,,
Carlos Torres,torreca01,['El Carnicero'],El Carnicero,,,,,
Gleyber Torres,torregl01,"['GT', 'De Caracas']",GT,De Caracas,,,,
Jose Torres,torrejo02,['Torry'],Torry,,,,,
Ronald Torreyes,torrero01,['Toe'],Toe,,,,,
Cristobal Torriente,torricr99,['Carlos'],Carlos,,,,,
Cesar Tovar,tovarce01,['Pepito'],Pepito,,,,,
Wilfredo Tovar,tovarwi01,['Wilfri'],Wilfri,,,,,
George Townsend,townsge01,['Sleepy'],Sleepy,,,,,
Ira Townsend,townsir01,['Pat'],Pat,,,,,
Leo Townsend,townsle01,['Lefty'],Lefty,,,,,
Dick Tracewski,tracedi01,['Trixie'],Trixie,,,,,
Allan Travers,traveal01,['Joe'],Joe,,,,,
Devon Travis,travide01,"['Mailes', 'The Baby', 'D-Trav']",Mailes,The Baby,D-Trav,,,
Sam Travis,travisa01,"['Doctor Chill', 'Captain Caveman']",Doctor Chill,Captain Caveman,,,,
Blake Treinen,treinbl01,"['B-Lockay', 'Train']",B-Lockay,Train,,,,
Bill Tremel,tremebi01,['Mumbles'],Mumbles,,,,,
Jose Trevino,trevijo01,['Trevi'],Trevi,,,,,
Gus Triandos,triangu01,"['Tremendous Triandos', 'Golden Greek']",Tremendous Triandos,Golden Greek,,,,
Andrew Triggs,triggan01,['Triggonometry'],Triggonometry,,,,,
Lou Trivino,trivilo01,['Sweet Lou'],Sweet Lou,,,,,
Nick Tropeano,tropeni01,['Nitro'],Nitro,,,,,
Hal Trosky,troskha02,"['Hal', 'Hoot']",Hal,Hoot,,,,
Mike Trout,troutmi01,"['Millville Meteor', 'Kiiiiid']",Millville Meteor,Kiiiiid,,,,
Steve Trout,troutst01,['Rainbow'],Rainbow,,,,,
Harry Truby,trubyha01,['Bird Eye'],Bird Eye,,,,,
Virgil Trucks,truckvi01,['Fire'],Fire,,,,,
Mark Trumbo,trumbma01,['Trum'],Trum,,,,,
Jen-Ho Tseng,tsengje01,['Catfish'],Catfish,,,,,
Eddie Tucker,tuckeed01,['Scooter'],Scooter,,,,,
Kyle Tucker,tuckeky01,['King Tuck'],King Tuck,,,,,
Preston Tucker,tuckepr01,"['Bamm-Bamm', 'Tuck']",Bamm-Bamm,Tuck,,,,
Thurman Tucker,tucketh01,['Joe E.'],Joe E.,,,,,
Tommy Tucker,tucketo01,['Foghorn'],Foghorn,,,,,
Tom Tuckey,tucketo02,['Tabasco Tom'],Tabasco Tom,,,,,
Sam Tuivailala,tuivasa01,['Tui'],Tui,,,,,
Troy Tulowitzki,tulowtr01,['Tulo'],Tulo,,,,,
Lee Tunnell,tunnele01,['Easy'],Easy,,,,,
Eddie Turchin,turched01,['Smiley'],Smiley,,,,,
Lucas Turk,turklu01,"['Harlem', 'Chief']",Harlem,Chief,,,,
Bob Turley,turlebo01,['Bullet Bob'],Bullet Bob,,,,,
Spencer Turnbull,turnbsp01,['Orange Bull'],Orange Bull,,,,,
Jacob Turner,turneja01,['Jet'],Jet,,,,,
Jim Turner,turneji01,"['Colonel', 'Milkman Jim']",Colonel,Milkman Jim,,,,
Justin Turner,turneju01,['RedTurn2'],RedTurn2,,,,,
Stuart Turner,turnest01,['Stu'],Stu,,,,,
Terry Turner,turnete01,['Cotton Top'],Cotton Top,,,,,
Trea Turner,turnetr01,"['Triple T', 'Triple Trea', 'T3']",Triple T,Triple Trea,T3,,,
Guy Tutwiler,tutwigu01,['King Tut'],King Tut,,,,,
Art Twineham,twinear01,['Old Hoss'],Old Hoss,,,,,
Twink Twining,twinitw01,['Doc'],Doc,,,,,
George Twombly,twombge01,['Silent George'],Silent George,,,,,
Fred Tyler,tylerfr01,['Clancy'],Clancy,,,,,
Johnnie Tyler,tylerjo01,"['Ty Ty', 'Katz']",Ty Ty,Katz,,,,
Earl Tyree,tyreeea01,['Ty'],Ty,,,,,
Cecil Tyson,tysontu01,"['Slim', 'Turkey']",Slim,Turkey,,,,
Mike Tyson,tysonmi01,['Rocky'],Rocky,,,,,
Bob Uecker,ueckebo01,['Mr. Baseball'],Mr. Baseball,,,,,
Bob Uhl,uhlbo01,['Lefty'],Lefty,,,,,
George Uhle,uhlege01,['The Bull'],The Bull,,,,,
Mike Ulicny,ulisnmi01,['Slugs'],Slugs,,,,,
Scott Ullger,ullgesc01,['Smooth'],Smooth,,,,,
Frank Ulrich,ulricdu01,['Dutch'],Dutch,,,,,
Justin Upton,uptonju01,['J-Up'],J-Up,,,,,
Tom Upton,uptonto01,['Muscles'],Muscles,,,,,
Ugueth Urbina,urbinug01,['Oogie'],Oogie,,,,,
Jose Urena,urenajo01,['El Nueve'],El Nueve,,,,,
Richard Urena,urenari01,['Richi'],Richi,,,,,
Julio Urias,uriasju01,['El Culichi'],El Culichi,,,,,
Luis Urias,uriaslu01,['Wicho'],Wicho,,,,,
Lon Ury,urylo01,['Old Sleep'],Old Sleep,,,,,
Chase Utley,utleych01,"['The Man', 'Silver Fox']",The Man,Silver Fox,,,,
Ernest Vache,vachete01,['Tex'],Tex,,,,,
Harry Vahrenhorst,vahreha01,['Van'],Van,,,,,
Bob Vail,vailbo01,['Doc'],Doc,,,,,
Pat Valaika,valaipa01,['Barrels'],Barrels,,,,,
Luis Valbuena,valbulu01,['Mono'],Mono,,,,,
Cesar Valdez,valdece01,['La Cabra'],La Cabra,,,,,
Danny Valencia,valenda01,['Slugger'],Slugger,,,,,
Fred Valentine,valenfr01,['Squeaky'],Squeaky,,,,,
Benny Valenzuela,valenbe01,['Papelero'],Papelero,,,,,
Fernando Valenzuela,valenfe01,['El Toro'],El Toro,,,,,
Breyvic Valera,valerbr01,['BV'],BV,,,,,
Jose Valverde,valvejo01,['Papa Grande'],Papa Grande,,,,,
Clay Van Alstyne,vanalcl01,['Spike'],Spike,,,,,
Russ Van Atta,vanatru01,['Sheriff'],Sheriff,,,,,
Ty Van Burkleo,vanbuty01,['Van Squatch'],Van Squatch,,,,,
George Van Haltren,vanhage01,['Rip'],Rip,,,,,
Maurice Van Robays,vanroma01,['Bomber'],Bomber,,,,,
Andy Van Slyke,vanslan01,['Slick'],Slick,,,,,
Dick Van Zant,vanzadi01,['Foghorn Dick'],Foghorn Dick,,,,,
Joe Vance,vancejo01,['Sandy'],Sandy,,,,,
Johnny Vander Meer,vandejo01,"['The Dutch Master', 'Double No-Hit']",The Dutch Master,Double No-Hit,,,,
Josh VanMeter,vanmejo01,['Meat Sauce'],Meat Sauce,,,,,
Jason Vargas,vargaja01,['Vargy'],Vargy,,,,,
Kennys Vargas,vargake01,['Little Papi'],Little Papi,,,,,
Jason Varitek,varitja01,['Tek'],Tek,,,,,
Glenn Vaughan,vaughgl01,['Sparky'],Sparky,,,,,
Porter Vaughan,vaughpo01,['Lefty'],Lefty,,,,,
Fred Vaughn,vaughfr01,['Muscles'],Muscles,,,,,
Mo Vaughn,vaughmo01,['Hit Dog'],Hit Dog,,,,,
Christian Vazquez,vazquch01,"['Mini Yadi', 'Colo']",Mini Yadi,Colo,,,,
Felipe Vazquez,riverfe01,['Nightmare'],Nightmare,,,,,
Javier Vazquez,vazquja01,['Silent Assassin'],Silent Assassin,,,,,
Coot Veal,vealco01,['Coot'],Coot,,,,,
Vince Velasquez,velasvi01,"['Vincente', 'V2']",Vincente,V2,,,,
Hector Velazquez,velazhe01,['Cabezon'],Cabezon,,,,,
Otto Velez,velezot01,['Otto the Swatto'],Otto the Swatto,,,,,
Pat Venditte,vendipa01,['P-Vitty'],P-Vitty,,,,,
Jonny Venters,ventejo01,['JV'],JV,,,,,
Yordano Ventura,ventuyo01,['Ace'],Ace,,,,,
Emil Verban,verbaem01,"['Dutch', 'Antelope']",Dutch,Antelope,,,,
Gene Verble,verblge01,['Satchel'],Satchel,,,,,
Al Verdel,verdeal01,['Stumpy'],Stumpy,,,,,
Alex Verdugo,verdual01,['Dugie'],Dugie,,,,,
Drew VerHagen,verhadr01,"['Vergy', 'Dutch']",Vergy,Dutch,,,,
Justin Verlander,verlaju01,['JV'],JV,,,,,
Logan Verrett,verrelo01,['Logo'],Logo,,,,,
Zoilo Versalles,versazo01,['Zorro'],Zorro,,,,,
Dayan Viciedo,vicieda01,['The Tank'],The Tank,,,,,
Tom Vickery,vicketo01,['Vinegar Tom'],Vinegar Tom,,,,,
Sam Vico,vicoge01,['Sam'],Sam,,,,,
Shane Victorino,victosh01,"[""Flyin' Hawaiian""]",Flyin' Hawaiian,,,,,
Jose Vidal,vidaljo01,['Papito'],Papito,,,,,
Thyago Vieira,vieirth01,['Negs'],Negs,,,,,
Matt Vierling,vierlma01,['Sherman'],Sherman,,,,,
Christian Villanueva,villach01,['Villa'],Villa,,,,,
Jonathan Villar,villajo01,"['Villi', 'Gaby']",Villi,Gaby,,,,
Meibrys Viloria,vilorme01,['El Fresco'],El Fresco,,,,,
Nick Vincent,vinceni01,['Hubba Hubba'],Hubba Hubba,,,,,
Charlie Vinson,vinsoch01,['Chuck'],Chuck,,,,,
Frank Viola,violafr01,['Sweet Music'],Sweet Music,,,,,
Jake Virtue,virtuja01,['Guesses'],Guesses,,,,,
Omar Vizquel,vizquom01,"['Little O', 'Kike']",Little O,Kike,,,,
Daniel Vogelbach,vogelda01,"['Vogey', 'The Babe']",Vogey,The Babe,,,,
Ryan Vogelsong,vogelry01,['Vogey'],Vogey,,,,,
Stephen Vogt,vogtst01,['I Believe'],I Believe,,,,,
Ollie Voigt,voigtol01,['Ode'],Ode,,,,,
Bill Voiselle,voisebi01,"['Ninety-Six', 'Big Bill']",Ninety-Six,Big Bill,,,,
Luke Voit,voitlu01,"['Louis', 'Louie V']",Louis,Louie V,,,,
Clyde Vollmer,vollmcl01,['Dutch the Clutch'],Dutch the Clutch,,,,,
Edinson Volquez,volqued01,['Steady Eddie'],Steady Eddie,,,,,
Jake Volz,volzja01,['Silent Jake'],Silent Jake,,,,,
Joey Votto,vottojo01,"['Votto-matic', 'Tokki 2', 'JoVo', 'In Flanders Fields', 'Who']",Votto-matic,Tokki 2,JoVo,In Flanders Fields,Who,
John Vukovich,vukovjo01,['Vuke'],Vuke,,,,,
Michael Wacha,wachami01,"['Wach', 'Wachamole']",Wach,Wachamole,,,,
Rube Waddell,wadderu01,['Rube'],Rube,,,,,
Jake Wade,wadeja01,['Whistling Jake'],Whistling Jake,,,,,
LaMonte Wade Jr.,wadela01,['Late Night'],Late Night,,,,,
Tyler Wade,wadety01,['T-Wade'],T-Wade,,,,,
Billy Wagner,wagnebi02,['Billy the Kid'],Billy the Kid,,,,,
Charlie Wagner,wagnech01,['Broadway'],Broadway,,,,,
Honus Wagner,wagneho01,['The Flying Dutchman'],The Flying Dutchman,,,,,
Leon Wagner,wagnele01,['Daddy Wags'],Daddy Wags,,,,,
Bobby Wahl,wahlbo01,['Peanut'],Peanut,,,,,
Adam Wainwright,wainwad01,"['Waino', 'Uncle Charlie']",Waino,Uncle Charlie,,,,
Don Wakamatsu,wakamdo01,['Wak'],Wak,,,,,
Ed Walczak,walczed01,['Husky'],Husky,,,,,
Marcus Walden,waldema01,['Waldo'],Waldo,,,,,
Kyle Waldrop,waldrky02,['K-Dub'],K-Dub,,,,,
Christian Walker,walkech02,['C. Walk'],C. Walk,,,,,
Dixie Walker,walkedi02,"[""The People's Cherce""]",The People's Cherce,,,,,
Harry Walker,walkeha01,['Harry The Hat'],Harry The Hat,,,,,
Larry Walker,walkela01,['Booger'],Booger,,,,,
Marty Walker,walkema01,['Buddy'],Buddy,,,,,
Neil Walker,walkene01,['Walkie'],Walkie,,,,,
Pete Walker,walkepe01,['Big Cheefy'],Big Cheefy,,,,,
Roy Walker,walkero01,['Dixie'],Dixie,,,,,
Taijuan Walker,walketa01,['Tai-Weezy'],Tai-Weezy,,,,,
Joe Wall,walljo01,['Gummy'],Gummy,,,,,
Doc Wallace,wallado01,['Jesse'],Jesse,,,,,
Huck Wallace,wallahu01,['Lefty'],Lefty,,,,,
Tim Wallach,wallati01,['Wally'],Wally,,,,,
Ed Walsh,walshed01,['Big Ed'],Big Ed,,,,,
Jared Walsh,walshja01,['Walshy'],Walshy,,,,,
Jimmy Walsh,walshji01,['Runt'],Runt,,,,,
Joe Walsh,walshjo01,['Reddy'],Reddy,,,,,
Joe Walsh,walshjo04,['Tweet'],Tweet,,,,,
Fred Walters,waltefr01,['Whale'],Whale,,,,,
Danny Walton,waltoda01,['Mickey'],Mickey,,,,,
Bill Wambsganss,wambsbi01,['Wamby'],Wamby,,,,,
Lloyd Waner,wanerll01,['Little Poison'],Little Poison,,,,,
Paul Waner,wanerpa01,['Big Poison'],Big Poison,,,,,
Jack Wanner,wanneja01,['Johnny'],Johnny,,,,,
Paul Wanninger,wannipe01,['Wanninger'],Wanninger,,,,,
Joe Ward,wardjo04,['Happy of Manayunk'],Happy of Manayunk,,,,,
John Ward,wardjo01,['Monte'],Monte,,,,,
Turner Ward,wardtu01,['Country'],Country,,,,,
Jon Warden,wardejo01,['Warbler'],Warbler,,,,,
Clyde Wares,waresbu01,['Buzzy'],Buzzy,,,,,
Jack Warhop,warhoja01,"['Chief', 'Crab']",Chief,Crab,,,,
Lon Warneke,warnelo01,['The Arkansas Hummingbird'],The Arkansas Hummingbird,,,,,
Jack Warner,warnejo01,['Jack'],Jack,,,,,
Adam Warren,warread01,"['Rocket', 'The Warden']",Rocket,The Warden,,,,
Bill Warren,warrebi01,['Hack'],Hack,,,,,
Dan Warthen,warthda01,['Dano'],Dano,,,,,
John Wasdin,wasdijo01,['Way Back'],Way Back,,,,,
David Washington,washida01,['D-Wash'],D-Wash,,,,,
George Washington,washige01,['Vern'],Vern,,,,,
Herb Washington,washihe01,['Hurricane Herb'],Hurricane Herb,,,,,
Rico Washington,washiri01,['Rico'],Rico,,,,,
Ron Washington,washiro01,['Sweeet'],Sweeet,,,,,
John Wathan,wathajo01,['Duke'],Duke,,,,,
Art Watson,watsoar01,['Watty'],Watty,,,,,
Bob Watson,watsobo01,['Bull'],Bull,,,,,
Milt Watson,watsomi01,['Mule'],Mule,,,,,
Tony Watson,watsoto01,"['Watty', 'Tone Ranger']",Watty,Tone Ranger,,,,
Walter Watson,watsomo01,['Mother'],Mother,,,,,
Frank Watt,wattfr01,['Kilowatt'],Kilowatt,,,,,
Johnny Watwood,watwojo01,['Lefty'],Lefty,,,,,
Ken Weafer,weafeke01,['Al'],Al,,,,,
Roy Weatherly,weathro01,['Stormy'],Stormy,,,,,
Art Weaver,weavear01,"[""Six O'Clock""]",Six O'Clock,,,,,
Farmer Weaver,weavefa01,['Buck'],Buck,,,,,
Jered Weaver,weaveje02,"['Three-Six', 'Dreamweaver']",Three-Six,Dreamweaver,,,,
Jim Weaver,weaveji01,['Big Jim'],Big Jim,,,,,
Jim Weaver,weaveji02,['Fluff'],Fluff,,,,,
Luke Weaver,weavelu01,['Dream'],Dream,,,,,
Monte Weaver,weavemo01,['Prof'],Prof,,,,,
Cleon Webb,webble01,['Lefty'],Lefty,,,,,
Tyler Webb,webbty01,['Webby'],Webby,,,,,
Charlie Weber,weberch01,['Count'],Count,,,,,
Ryan Weber,weberry01,['Web'],Web,,,,,
George Weidman,wiedmst01,['Stump'],Stump,,,,,
Ralph Weigel,weigera01,['Wig'],Wig,,,,,
Dick Weik,weikdi01,['Legs'],Legs,,,,,
Bob Weiland,weilabo01,['Lefty'],Lefty,,,,,
Carl Weilman,weilmca01,['Zeke'],Zeke,,,,,
Jake Weimer,weimeja01,['Tornado Jake'],Tornado Jake,,,,,
Elmer Weingartner,weingel01,['Dutch'],Dutch,,,,,
Phil Weintraub,weintph01,['Mickey'],Mickey,,,,,
Bill Weir,weirro01,['Bill'],Bill,,,,,
Frank Welch,welchfr01,['Bugger'],Bugger,,,,,
Herb Welch,welchhe01,['Dutch'],Dutch,,,,,
Mickey Welch,welchmi01,['Smiling Mickey'],Smiling Mickey,,,,,
Harry Welchonce,welchha01,['Welch'],Welch,,,,,
David Wells,wellsda01,['Boomer'],Boomer,,,,,
Ed Wells,wellsed01,['Satchelfoot'],Satchelfoot,,,,,
Greg Wells,wellsgr01,['Boomer'],Boomer,,,,,
Willie Wells,wellswi99,['The Devil'],The Devil,,,,,
Joey Wendle,wendljo01,"['Mendle', 'Big Bopper']",Mendle,Big Bopper,,,,
Charles Wensloff,wenslbu01,['Butch'],Butch,,,,,
Fred Wenz,wenzfr01,['Fireball'],Fireball,,,,,
Perry Werden,werdepe01,['Moose'],Moose,,,,,
Johnny Werhas,werhajo01,['Peaches'],Peaches,,,,,
Bill Werle,werlebi01,['Bugs'],Bugs,,,,,
Don Wert,wertdo01,['Coyote'],Coyote,,,,,
Jayson Werth,werthja01,"['Werewolf', 'The Wolf of First Street', 'Sunshine', 'J-Dub', 'Dub']",Werewolf,The Wolf of First Street,Sunshine,J-Dub,Dub,
David West,westda01,"['Westy', 'Big Bird']",Westy,Big Bird,,,,
Weldon West,westle01,['Lefty'],Lefty,,,,,
Gus Weyhing,weyhigu01,"['Cannonball', 'Rubber Arm Gun', 'Rubber-Winged Gus']",Cannonball,Rubber Arm Gun,Rubber-Winged Gus,,,
Zack Wheat,wheatza01,['Buck'],Buck,,,,,
Don Wheeler,wheeldo01,['Scott'],Scott,,,,,
George Wheeler,wheelge02,['Heavy'],Heavy,,,,,
Zack Wheeler,wheelza01,['Wheels'],Wheels,,,,,
Lou Whitaker,whitalo01,['Sweet Lou'],Sweet Lou,,,,,
Barney White,whiteba01,['Bear'],Bear,,,,,
Devon White,whitede03,['Devo'],Devo,,,,,
Elder White,whiteel02,['Whitey'],Whitey,,,,,
Frank White,whitefr01,"['Smooth', 'Hoover']",Smooth,Hoover,,,,
Kirby White,whiteki01,"['Red', 'Buck']",Red,Buck,,,,
Tyler White,whitety01,['Whitey'],Whitey,,,,,
Will White,whitewi01,['Whoop-La'],Whoop-La,,,,,
Burgess Whitehead,whitebu01,['Whitey'],Whitey,,,,,
John Whitehead,whitejo02,['Silent John'],Silent John,,,,,
Charlie Whitehouse,whitech01,['Lefty'],Lefty,,,,,
George Whiteman,whitege01,['Lucky'],Lucky,,,,,
Mark Whiten,whitema01,"[""Hard Hittin'""]",Hard Hittin',,,,,
Eli Whiteside,whiteel03,['Whitey'],Whitey,,,,,
Chase Whitley,whitlch01,['Big Fella'],Big Fella,,,,,
Frank Whitman,whitmfr01,['Hooker'],Hooker,,,,,
Frank Whitney,whitnfr01,['Jumbo'],Jumbo,,,,,
Jim Whitney,whitnji01,['Grasshopper Jim'],Grasshopper Jim,,,,,
Walt Whittaker,whittwa01,['Doc'],Doc,,,,,
George Whitted,whittpo01,['Possom'],Possom,,,,,
Rowan Wick,wickro01,['Row'],Row,,,,,
Charlie Wiedemeyer,wiedech01,['Chick'],Chick,,,,,
Matt Wieters,wietema01,"['Wiety', 'Maui']",Wiety,Maui,,,,
Ty Wigginton,wiggity01,['Wiggy'],Wiggy,,,,,
Jimmy Wiggs,wiggsji01,['Big Jim'],Big Jim,,,,,
Bill Wight,wightbi01,['Lefty'],Lefty,,,,,
Del Wilber,wilbede01,['Babe'],Babe,,,,,
Hoyt Wilhelm,wilheho01,['Old Sarge'],Old Sarge,,,,,
Irvin Wilhelm,wilheka01,['Kaiser'],Kaiser,,,,,
Tom Wilhelmsen,wilheto01,['The Bartender'],The Bartender,,,,,
Aaron Wilkerson,wilkeaa01,['Wilky'],Wilky,,,,,
Stevie Wilkerson,wilkest01,['Breeze'],Breeze,,,,,
Aldon Wilkie,wilkile01,['Lefty'],Lefty,,,,,
Ted Wilks,wilkste01,['Cork'],Cork,,,,,
Bob Will,willbo01,['Butch'],Butch,,,,,
Alva Williams,williri01,"['Buff', 'Rip']",Buff,Rip,,,,
Billy Williams,willibi01,"[""Sweet Swingin' Billy from Whistler""]",Sweet Swingin' Billy from Whistler,,,,,
Devin Williams,willide03,['Dave'],Dave,,,,,
Dewey Williams,willide02,['Dee'],Dee,,,,,
Don Williams,willido02,['Dino'],Dino,,,,,
Earl Williams,williea02,['Big Money'],Big Money,,,,,
Fred Williams,willipa01,['Papa'],Papa,,,,,
Gerald Williams,willige02,['Ice'],Ice,,,,,
Gus Williams,willigu02,['Gloomy Gus'],Gloomy Gus,,,,,
Joe Williams,willijo99,"['Smokey Joe', 'Cyclone']",Smokey Joe,Cyclone,,,,
Johnnie Williams,willijo02,['Honolulu Johnny'],Honolulu Johnny,,,,,
Luke Williams,willilu01,['Captain America'],Captain America,,,,,
Mark Williams,willima02,['Cadillac'],Cadillac,,,,,
Marsh Williams,willima01,['Cap'],Cap,,,,,
Mason Williams,willima10,"['No Neck', 'Mase']",No Neck,Mase,,,,
Matt Williams,willima04,"['Carson Crusher', 'Matt the Bat', 'Big Marine']",Carson Crusher,Matt the Bat,Big Marine,,,
Mitch Williams,willimi02,"['Wild Thing', 'Mitchie-Poo', 'Dumb Dumb']",Wild Thing,Mitchie-Poo,Dumb Dumb,,,
Nick Williams,willini01,['Nicky Dubs'],Nicky Dubs,,,,,
Rick Williams,williri03,['Tricky'],Tricky,,,,,
Stan Williams,willist02,"['Big Daddy', 'Big Hurt']",Big Daddy,Big Hurt,,,,
Taylor Williams,willita01,['T-Willy'],T-Willy,,,,,
Ted Williams,willite01,"['The Kid', 'Teddy Ballgame', 'Splendid Splinter', 'Thumper']",The Kid,Teddy Ballgame,Splendid Splinter,Thumper,,
Trevor Williams,willitr01,"['Ev', 'Project']",Ev,Project,,,,
Walt Williams,williwa02,['No Neck'],No Neck,,,,,
Mac Williamson,willima11,['Mac'],Mac,,,,,
Carl Willis,willica01,['Big Train'],Big Train,,,,,
Dontrelle Willis,willido03,['D-Train'],D-Train,,,,,
Les Willis,willile04,"['Wimpy', 'Lefty']",Wimpy,Lefty,,,,
Claude Willoughby,willocl01,"['Flunky', 'Weeping Willie']",Flunky,Weeping Willie,,,,
Frank Willson,willski01,['Kid'],Kid,,,,,
Vernon Wilshere,wilshwh01,['Whitey'],Whitey,,,,,
Alex Wilson,wilsoal01,"['Dale', 'Willy']",Dale,Willy,,,,
Art Wilson,wilsoar01,['Dutch'],Dutch,,,,,
Bill Wilson,wilsobi01,['Baseball'],Baseball,,,,,
Bobby Wilson,wilsobo02,['Beedub'],Beedub,,,,,
Brian Wilson,wilsobr01,['The Beard'],The Beard,,,,,
Charlie Wilson,wilsoch02,['Swamp Baby'],Swamp Baby,,,,,
Dan Wilson,wilsoda01,['Willie'],Willie,,,,,
Frank Wilson,wilsofr01,['Squash'],Squash,,,,,
George Wilson,wilsoge01,['Teddy'],Teddy,,,,,
Howard Wilson,wilsohi01,['Highball'],Highball,,,,,
Jack Wilson,wilsoja01,['Black Jack'],Black Jack,,,,,
Jimmie Wilson,wilsoji01,['Ace'],Ace,,,,,
Jud Wilson,wilsoju99,['Boojum'],Boojum,,,,,
Justin Wilson,wilsoju10,"['Brennan', 'J Willy']",Brennan,J Willy,,,,
Les Wilson,wilsole01,['Tug'],Tug,,,,,
Mutt Wilson,wilsomu01,"['Mutt', 'Lank']",Mutt,Lank,,,,
Roy Wilson,wilsoro01,['Lefty'],Lefty,,,,,
Tom Wilson,wilsoto01,['Slats'],Slats,,,,,
Tyler Wilson,wilsoty01,['Willy'],Willy,,,,,
Hal Wiltse,wiltsha01,['Whitey'],Whitey,,,,,
Lewis Wiltse,wiltssn01,['Snake'],Snake,,,,,
Ed Wineapple,wineaed01,['Lefty'],Lefty,,,,,
Dave Winfield,winfida01,['Winny'],Winny,,,,,
Jim Winford,winfoji01,['Cowboy'],Cowboy,,,,,
Ernie Wingard,wingaer01,['Jim'],Jim,,,,,
Trey Wingenter,wingetr01,['Terry'],Terry,,,,,
Al Wingo,wingoal01,['Red'],Red,,,,,
Lave Winham,winhala01,['Lefty'],Lefty,,,,,
Jesse Winker,winkeje01,"['Wink', 'Da Wink', 'Bird']",Wink,Da Wink,Bird,,,
Dan Winkler,winklda01,['Wink'],Wink,,,,,
George Winn,winnge01,"['Breezy', 'Lefty']",Breezy,Lefty,,,,
Masyn Winn,winnma01,"['Blaze', 'Energizer Bunny']",Blaze,Energizer Bunny,,,,
Tom Winsett,winseto01,['Long Tom'],Long Tom,,,,,
George Winter,wintege01,['Sassafrass'],Sassafrass,,,,,
Jesse Winters,winteje01,"['Buck', 'T-Bone']",Buck,T-Bone,,,,
Matt Wise,wisema01,['Woody'],Woody,,,,,
